,Trip Start Timestamp,Trip Seconds,Trip Miles,Fare,Tips,Company
9338,03/15/2021 06:45:00 PM,1404.0,14.6,36.75,0.0,Medallion Leasin
9340,03/15/2021 07:00:00 PM,300.0,0.6,5.75,0.0,U Taxicab
9341,03/15/2021 07:00:00 PM,1593.0,18.2,45.0,0.0,Globe Taxi
9342,03/15/2021 07:00:00 PM,1477.0,18.2,44.5,0.0,Chicago Independents
9343,03/15/2021 07:00:00 PM,331.0,1.22,6.5,0.0,Flash Cab
9345,03/15/2021 07:00:00 PM,120.0,0.3,4.0,0.0,Taxi Affiliation Services
9346,03/15/2021 07:00:00 PM,712.0,2.05,9.25,1.85,Flash Cab
9347,03/15/2021 07:00:00 PM,120.0,0.7,4.75,0.0,Taxi Affiliation Services
9349,03/15/2021 07:15:00 PM,420.0,1.3,7.0,2.1,Taxi Affiliation Services
9350,03/15/2021 07:15:00 PM,373.0,1.19,6.5,0.0,Flash Cab
9351,03/15/2021 07:15:00 PM,584.0,1.63,8.25,2.0,Flash Cab
9352,03/15/2021 07:15:00 PM,240.0,0.7,5.0,3.0,"Taxicab Insurance Agency, LLC"
9353,03/15/2021 07:15:00 PM,600.0,2.0,9.0,2.0,"Taxicab Insurance Agency, LLC"
9355,03/15/2021 07:15:00 PM,1620.0,16.6,41.5,9.2,Star North Management LLC
9356,03/15/2021 07:15:00 PM,273.0,0.81,5.5,0.0,Flash Cab
9357,03/15/2021 07:15:00 PM,73.0,0.18,3.75,0.0,Flash Cab
9358,03/15/2021 07:15:00 PM,1424.0,17.24,42.5,0.0,Flash Cab
9359,03/15/2021 07:15:00 PM,1320.0,17.3,42.5,9.6,Taxi Affiliation Services
9360,03/15/2021 07:30:00 PM,1549.0,18.7,45.0,9.9,Medallion Leasin
9361,03/15/2021 07:30:00 PM,1380.0,12.0,31.25,0.0,Star North Management LLC
9362,03/15/2021 07:30:00 PM,1398.0,8.53,23.75,0.0,Flash Cab
9363,03/15/2021 07:30:00 PM,420.0,1.5,7.25,0.0,Taxi Affiliation Services
9365,03/15/2021 07:30:00 PM,240.0,0.7,5.25,1.0,"Taxicab Insurance Agency, LLC"
9366,03/15/2021 07:30:00 PM,512.0,2.96,10.5,2.0,Flash Cab
9368,03/15/2021 07:30:00 PM,180.0,0.6,4.75,0.0,Taxi Affiliation Services
9370,03/15/2021 07:30:00 PM,1380.0,17.0,42.0,3.5,"Taxicab Insurance Agency, LLC"
9371,03/15/2021 07:45:00 PM,1380.0,16.9,41.75,11.55,U Taxicab
9372,03/15/2021 07:45:00 PM,1660.0,17.1,42.75,3.0,Flash Cab
9373,03/15/2021 07:45:00 PM,540.0,1.1,7.5,2.0,Top Cab Affiliation
9375,03/15/2021 07:45:00 PM,1717.0,16.88,44.5,0.0,Patriot Taxi Dba Peace Taxi Associat
9376,03/15/2021 07:45:00 PM,5340.0,26.4,76.5,0.0,Medallion Leasin
9377,03/15/2021 07:45:00 PM,1380.0,17.5,43.25,0.0,312 Medallion Management Corp
9378,03/15/2021 07:45:00 PM,1440.0,18.0,44.75,10.05,"Taxicab Insurance Agency, LLC"
9379,03/15/2021 07:45:00 PM,600.0,4.7,14.25,3.75,Top Cab Affiliation
9380,03/15/2021 07:45:00 PM,1247.0,17.0,42.0,9.3,Sun Taxi
9381,03/15/2021 07:45:00 PM,1376.0,14.2,36.0,10.38,Medallion Leasin
9382,03/15/2021 07:45:00 PM,180.0,0.4,4.5,0.0,Top Cab Affiliation
9383,03/15/2021 07:45:00 PM,1320.0,17.6,44.0,25.0,Taxi Affiliation Services
9384,03/15/2021 07:45:00 PM,420.0,2.4,9.0,1.5,Blue Ribbon Taxi Association Inc.
9385,03/15/2021 08:00:00 PM,20.0,0.01,3.25,0.0,Flash Cab
9386,03/15/2021 08:00:00 PM,1440.0,18.2,44.0,10.0,U Taxicab
9387,03/15/2021 08:00:00 PM,1558.0,18.46,45.25,0.0,Flash Cab
9388,03/15/2021 08:15:00 PM,11.0,0.01,3.25,0.0,Flash Cab
9390,03/15/2021 09:15:00 PM,74.0,0.16,3.5,0.0,Flash Cab
9393,03/15/2021 09:30:00 PM,1256.0,16.9,41.25,4.0,Medallion Leasin
9394,03/15/2021 10:00:00 PM,1498.0,14.04,35.5,0.0,Sun Taxi
9395,03/15/2021 10:30:00 PM,2340.0,31.7,75.0,16.9,"Taxicab Insurance Agency, LLC"
9397,03/15/2021 10:30:00 PM,900.0,0.2,15.25,0.0,Taxi Affiliation Services
9401,03/15/2021 11:15:00 PM,14.0,0.01,3.25,0.0,Sun Taxi
9402,03/15/2021 11:30:00 PM,1500.0,17.7,44.25,5.0,Taxi Affiliation Services
9403,03/15/2021 11:30:00 PM,1422.0,18.12,44.75,0.0,City Service
9404,03/15/2021 11:45:00 PM,586.0,3.0,10.5,0.0,Chicago Taxicab
9405,03/16/2021 12:00:00 AM,120.0,1.0,5.25,0.0,Taxi Affiliation Services
9406,03/16/2021 12:00:00 AM,939.0,6.98,20.25,0.0,Sun Taxi
9407,03/16/2021 12:30:00 AM,229.0,1.53,7.25,0.0,Flash Cab
9409,03/16/2021 02:00:00 AM,54127.0,0.03,3.25,0.0,Sun Taxi
9410,03/16/2021 06:30:00 AM,470.0,1.36,7.5,0.0,City Service
9412,03/16/2021 07:00:00 AM,240.0,1.0,6.0,2.0,Top Cab Affiliation
9413,03/16/2021 07:00:00 AM,60.0,0.5,4.25,0.0,Top Cab Affiliation
9414,03/16/2021 07:00:00 AM,357.0,1.26,6.75,0.0,Flash Cab
9415,03/16/2021 07:00:00 AM,236.0,1.02,5.75,2.0,Flash Cab
9416,03/16/2021 07:00:00 AM,324.0,1.04,6.0,0.0,Sun Taxi
9417,03/16/2021 07:15:00 AM,240.0,0.6,5.25,0.0,Medallion Leasin
9418,03/16/2021 07:15:00 AM,204.0,0.65,5.0,0.0,City Service
9419,03/16/2021 07:15:00 AM,240.0,0.7,5.5,0.0,"Taxicab Insurance Agency, LLC"
9420,03/16/2021 07:30:00 AM,293.0,0.9,5.5,0.0,Medallion Leasin
9421,03/16/2021 07:30:00 AM,300.0,0.9,5.75,2.0,Top Cab Affiliation
9422,03/16/2021 07:30:00 AM,357.0,1.1,6.0,1.3,Medallion Leasin
9423,03/16/2021 07:30:00 AM,420.0,1.4,7.25,1.0,Taxi Affiliation Services
9424,03/16/2021 07:30:00 AM,203.0,0.57,4.75,2.0,Flash Cab
9425,03/16/2021 07:30:00 AM,420.0,1.3,7.25,2.0,Medallion Leasin
9426,03/16/2021 07:30:00 AM,230.0,0.63,5.0,2.0,Sun Taxi
9427,03/16/2021 07:30:00 AM,253.0,0.8,5.5,1.0,Sun Taxi
9429,03/16/2021 07:30:00 AM,106.0,0.33,4.0,0.0,Sun Taxi
9430,03/16/2021 07:45:00 AM,250.0,0.76,5.5,0.0,Sun Taxi
9431,03/16/2021 07:45:00 AM,180.0,0.4,4.5,0.0,Blue Ribbon Taxi Association Inc.
9432,03/16/2021 07:45:00 AM,149.0,0.58,4.75,0.0,Flash Cab
9433,03/16/2021 07:45:00 AM,360.0,0.8,6.25,0.0,Medallion Leasin
9434,03/16/2021 07:45:00 AM,512.0,2.42,9.5,0.95,Flash Cab
9435,03/16/2021 07:45:00 AM,302.0,0.98,6.0,0.0,City Service
9436,03/16/2021 07:45:00 AM,498.0,1.22,7.25,0.0,Sun Taxi
9437,03/16/2021 07:45:00 AM,300.0,0.9,6.0,2.0,Medallion Leasin
9438,03/16/2021 08:00:00 AM,240.0,1.0,5.5,2.0,"Taxicab Insurance Agency, LLC"
9439,03/16/2021 08:00:00 AM,369.0,1.36,7.0,1.4,City Service
9440,03/16/2021 08:00:00 AM,619.0,3.08,10.75,0.0,Flash Cab
9441,03/16/2021 08:00:00 AM,540.0,1.4,7.75,0.0,Medallion Leasin
9442,03/16/2021 08:00:00 AM,853.0,4.4,13.75,0.0,Medallion Leasin
9443,03/16/2021 08:00:00 AM,120.0,0.5,4.5,0.0,Blue Ribbon Taxi Association Inc.
9444,03/16/2021 08:00:00 AM,679.0,2.23,10.0,0.0,Flash Cab
9445,03/16/2021 08:00:00 AM,382.0,1.15,6.5,0.0,Flash Cab
9446,03/16/2021 08:00:00 AM,240.0,0.7,5.25,0.0,Top Cab Affiliation
9447,03/16/2021 08:00:00 AM,180.0,0.5,4.5,0.0,Taxi Affiliation Services
9448,03/16/2021 08:00:00 AM,60.0,0.3,4.0,0.0,Medallion Leasin
9449,03/16/2021 08:00:00 AM,660.0,1.9,9.25,2.0,"Taxicab Insurance Agency, LLC"
9451,03/16/2021 08:15:00 AM,360.0,1.1,6.5,1.0,Star North Management LLC
9452,03/16/2021 08:15:00 AM,720.0,1.9,9.25,4.0,Medallion Leasin
9453,03/16/2021 08:15:00 AM,180.0,0.5,4.75,0.0,Blue Ribbon Taxi Association Inc.
9454,03/16/2021 08:15:00 AM,252.0,0.72,5.5,2.0,City Service
9455,03/16/2021 08:15:00 AM,662.0,3.65,12.25,3.82,Globe Taxi
9457,03/16/2021 08:15:00 AM,505.0,1.63,7.75,0.0,Sun Taxi
9458,03/16/2021 08:30:00 AM,324.0,0.69,5.5,3.0,Flash Cab
9459,03/16/2021 08:30:00 AM,454.0,1.2,6.75,0.0,Medallion Leasin
9461,03/16/2021 08:30:00 AM,120.0,0.5,4.25,0.0,Taxi Affiliation Services
9462,03/16/2021 08:30:00 AM,557.0,2.48,9.75,7.0,Flash Cab
9463,03/16/2021 08:30:00 AM,600.0,2.0,9.0,0.0,Top Cab Affiliation
9464,03/16/2021 08:30:00 AM,300.0,0.6,5.5,1.0,Top Cab Affiliation
9465,03/16/2021 08:30:00 AM,420.0,1.5,6.75,0.0,Star North Management LLC
9466,03/16/2021 08:30:00 AM,300.0,1.0,6.0,1.5,Taxi Affiliation Services
9467,03/16/2021 08:30:00 AM,540.0,1.5,8.0,0.0,Top Cab Affiliation
9468,03/16/2021 08:30:00 AM,991.0,2.65,12.0,0.0,City Service
9469,03/16/2021 08:30:00 AM,258.0,0.82,5.5,1.0,City Service
9470,03/16/2021 08:30:00 AM,780.0,2.4,10.25,0.0,Taxi Affiliation Services
9471,03/16/2021 08:30:00 AM,540.0,1.3,7.5,0.0,Blue Ribbon Taxi Association Inc.
9472,03/16/2021 08:30:00 AM,155.0,0.62,4.75,0.0,Flash Cab
9474,03/16/2021 08:30:00 AM,420.0,2.0,8.75,0.0,Top Cab Affiliation
9475,03/16/2021 08:30:00 AM,600.0,2.0,8.75,0.0,"Taxicab Insurance Agency, LLC"
9476,03/16/2021 08:30:00 AM,421.0,1.03,6.5,3.0,Flash Cab
9477,03/16/2021 08:30:00 AM,389.0,0.75,6.0,0.0,Flash Cab
9478,03/16/2021 08:30:00 AM,300.0,1.0,6.25,2.0,Medallion Leasin
9479,03/16/2021 08:30:00 AM,420.0,1.5,7.25,0.0,Taxi Affiliation Services
9481,03/16/2021 08:30:00 AM,360.0,0.9,6.0,0.0,"Taxicab Insurance Agency, LLC"
9484,03/16/2021 08:30:00 AM,240.0,0.9,6.0,0.0,Taxi Affiliation Services
9486,03/16/2021 08:45:00 AM,724.0,2.19,10.0,2.0,City Service
9487,03/16/2021 08:45:00 AM,373.0,1.1,6.25,0.0,Setare Inc
9488,03/16/2021 08:45:00 AM,180.0,0.4,4.5,0.0,"Taxicab Insurance Agency, LLC"
9489,03/16/2021 08:45:00 AM,360.0,0.9,6.0,4.0,"Taxicab Insurance Agency, LLC"
9492,03/16/2021 08:45:00 AM,240.0,0.5,4.5,0.0,Taxi Affiliation Services
9493,03/16/2021 08:45:00 AM,450.0,1.0,6.25,0.0,Medallion Leasin
9494,03/16/2021 08:45:00 AM,190.0,0.96,5.5,1.0,Globe Taxi
9495,03/16/2021 08:45:00 AM,60.0,0.4,4.25,2.0,Taxi Affiliation Services
9496,03/16/2021 08:45:00 AM,1437.0,11.8,30.75,5.0,Medallion Leasin
9497,03/16/2021 08:45:00 AM,2280.0,11.6,32.5,9.25,"Taxicab Insurance Agency, LLC"
9498,03/16/2021 08:45:00 AM,480.0,1.1,6.75,0.0,"Taxicab Insurance Agency, LLC"
9499,03/16/2021 08:45:00 AM,330.0,0.94,6.0,0.0,City Service
9500,03/16/2021 08:45:00 AM,2400.0,17.1,42.75,11.8,U Taxicab
9501,03/16/2021 08:45:00 AM,422.0,1.01,6.5,1.05,Flash Cab
9502,03/16/2021 08:45:00 AM,1863.0,15.9,40.25,0.0,Medallion Leasin
9503,03/16/2021 08:45:00 AM,180.0,0.6,5.0,0.0,Taxi Affiliation Services
9504,03/16/2021 08:45:00 AM,180.0,0.4,4.5,0.0,Medallion Leasin
9506,03/16/2021 09:00:00 AM,600.0,2.0,8.75,0.0,Medallion Leasin
9507,03/16/2021 09:00:00 AM,180.0,0.5,4.5,0.0,Medallion Leasin
9508,03/16/2021 09:00:00 AM,434.0,1.2,6.0,0.0,Setare Inc
9509,03/16/2021 09:00:00 AM,1980.0,18.3,45.5,9.0,Taxi Affiliation Services
9510,03/16/2021 09:00:00 AM,240.0,0.6,5.25,2.0,Taxi Affiliation Services
9511,03/16/2021 09:00:00 AM,120.0,0.4,4.25,0.0,Blue Ribbon Taxi Association Inc.
9512,03/16/2021 09:00:00 AM,240.0,0.9,5.5,1.0,Star North Management LLC
9513,03/16/2021 09:00:00 AM,713.0,2.57,10.5,2.4,Flash Cab
9514,03/16/2021 09:00:00 AM,180.0,0.3,4.25,0.0,"Taxicab Insurance Agency, LLC"
9515,03/16/2021 09:00:00 AM,366.0,1.15,6.5,0.0,Sun Taxi
9516,03/16/2021 09:00:00 AM,229.0,0.65,5.0,2.0,Globe Taxi
9517,03/16/2021 09:00:00 AM,142.0,0.41,4.25,1.0,Flash Cab
9519,03/16/2021 09:00:00 AM,240.0,0.5,5.0,0.0,U Taxicab
9520,03/16/2021 09:00:00 AM,181.0,0.94,5.5,0.0,City Service
9521,03/16/2021 09:00:00 AM,120.0,0.3,4.0,0.0,Taxi Affiliation Services
9522,03/16/2021 09:00:00 AM,394.0,1.0,6.25,0.0,Medallion Leasin
9523,03/16/2021 09:00:00 AM,1681.0,17.64,43.75,9.65,City Service
9524,03/16/2021 09:00:00 AM,240.0,0.3,5.0,0.0,Top Cab Affiliation
9525,03/16/2021 09:15:00 AM,120.0,0.5,4.5,0.0,Medallion Leasin
9526,03/16/2021 09:15:00 AM,180.0,0.3,4.25,0.0,Top Cab Affiliation
9527,03/16/2021 09:15:00 AM,480.0,1.3,7.0,0.0,Taxi Affiliation Services
9528,03/16/2021 09:15:00 AM,2460.0,2.7,9.25,0.0,"Taxicab Insurance Agency, LLC"
9530,03/16/2021 09:15:00 AM,360.0,0.9,6.0,1.0,Blue Ribbon Taxi Association Inc.
9531,03/16/2021 09:15:00 AM,1421.0,18.58,45.75,9.25,Sun Taxi
9532,03/16/2021 09:15:00 AM,584.0,1.87,8.75,0.0,Flash Cab
9533,03/16/2021 09:15:00 AM,600.0,2.0,9.25,0.0,Medallion Leasin
9534,03/16/2021 09:15:00 AM,1560.0,0.4,21.5,0.0,Taxi Affiliation Services
9535,03/16/2021 09:15:00 AM,240.0,0.8,5.25,0.0,Top Cab Affiliation
9537,03/16/2021 09:15:00 AM,240.0,0.7,5.25,0.0,"Taxicab Insurance Agency, LLC"
9538,03/16/2021 09:15:00 AM,60.0,0.2,3.75,0.0,Top Cab Affiliation
9540,03/16/2021 09:15:00 AM,660.0,1.8,9.0,3.0,Star North Management LLC
9541,03/16/2021 09:15:00 AM,120.0,0.3,4.25,1.0,"Taxicab Insurance Agency, LLC"
9542,03/16/2021 09:15:00 AM,360.0,0.9,6.0,0.0,Taxi Affiliation Services
9543,03/16/2021 09:30:00 AM,240.0,0.7,5.5,0.0,Top Cab Affiliation
9544,03/16/2021 09:30:00 AM,520.0,3.08,11.0,3.0,Flash Cab
9545,03/16/2021 09:30:00 AM,180.0,0.7,5.0,0.0,Medallion Leasin
9546,03/16/2021 09:30:00 AM,420.0,1.5,7.5,0.0,Top Cab Affiliation
9548,03/16/2021 09:30:00 AM,240.0,0.7,5.25,2.0,Taxi Affiliation Services
9549,03/16/2021 09:30:00 AM,480.0,1.3,7.0,0.0,Star North Management LLC
9550,03/16/2021 09:30:00 AM,600.0,2.1,8.75,0.0,Star North Management LLC
9551,03/16/2021 09:30:00 AM,180.0,0.8,4.75,1.0,Star North Management LLC
9552,03/16/2021 09:30:00 AM,780.0,1.9,9.5,0.0,Taxi Affiliation Services
9553,03/16/2021 09:30:00 AM,1324.0,16.31,40.25,8.95,Sun Taxi
9554,03/16/2021 09:30:00 AM,420.0,1.8,8.0,3.0,Taxi Affiliation Services
9555,03/16/2021 09:30:00 AM,300.0,0.9,5.5,0.55,Taxi Affiliation Services
9556,03/16/2021 09:30:00 AM,420.0,0.1,7.5,2.0,Taxi Affiliation Services
9557,03/16/2021 09:30:00 AM,601.0,1.74,8.5,4.0,Flash Cab
9559,03/16/2021 09:30:00 AM,660.0,1.9,8.75,0.0,Taxi Affiliation Services
9560,03/16/2021 09:30:00 AM,480.0,1.6,7.75,0.0,Blue Ribbon Taxi Association Inc.
9561,03/16/2021 09:30:00 AM,180.0,0.6,5.0,0.0,Top Cab Affiliation
9563,03/16/2021 09:45:00 AM,334.0,1.12,6.5,0.0,Flash Cab
9564,03/16/2021 09:45:00 AM,120.0,1.2,4.75,0.0,Star North Management LLC
9565,03/16/2021 09:45:00 AM,247.0,0.78,5.5,3.0,Globe Taxi
9566,03/16/2021 09:45:00 AM,360.0,0.8,5.75,0.0,Taxi Affiliation Services
9567,03/16/2021 09:45:00 AM,660.0,1.7,9.25,1.0,Top Cab Affiliation
9569,03/16/2021 09:45:00 AM,180.0,0.3,4.0,0.0,Taxi Affiliation Services
9571,03/16/2021 09:45:00 AM,438.0,1.2,6.75,0.0,Setare Inc
9572,03/16/2021 09:45:00 AM,240.0,0.6,5.25,1.0,Taxi Affiliation Services
9573,03/16/2021 09:45:00 AM,360.0,0.8,6.0,0.0,Top Cab Affiliation
9574,03/16/2021 09:45:00 AM,436.0,1.1,6.75,0.0,Sun Taxi
9575,03/16/2021 09:45:00 AM,180.0,0.6,4.75,0.0,Taxi Affiliation Services
9576,03/16/2021 09:45:00 AM,360.0,0.9,6.5,2.0,Blue Ribbon Taxi Association Inc.
9577,03/16/2021 09:45:00 AM,1920.0,1.7,24.5,0.0,Taxi Affiliation Services
9578,03/16/2021 09:45:00 AM,180.0,0.4,4.5,0.0,Top Cab Affiliation
9579,03/16/2021 09:45:00 AM,120.0,0.4,4.25,2.0,Star North Management LLC
9580,03/16/2021 09:45:00 AM,343.0,0.83,6.0,0.0,Sun Taxi
9581,03/16/2021 09:45:00 AM,240.0,0.7,5.25,2.0,Taxi Affiliation Services
9582,03/16/2021 09:45:00 AM,360.0,0.6,5.5,0.0,Taxi Affiliation Services
9583,03/16/2021 09:45:00 AM,320.0,1.3,6.5,0.0,Flash Cab
9584,03/16/2021 09:45:00 AM,660.0,2.8,11.25,2.35,Top Cab Affiliation
9585,03/16/2021 10:00:00 AM,345.0,1.05,6.25,0.0,Flash Cab
9586,03/16/2021 10:00:00 AM,420.0,1.0,6.5,2.0,"Taxicab Insurance Agency, LLC"
9587,03/16/2021 10:00:00 AM,240.0,0.7,5.25,0.0,Taxi Affiliation Services
9588,03/16/2021 10:00:00 AM,429.0,1.42,7.0,0.0,Globe Taxi
9589,03/16/2021 10:00:00 AM,1620.0,8.7,26.75,0.0,Taxi Affiliation Services
9590,03/16/2021 10:00:00 AM,450.0,1.3,7.0,0.0,Medallion Leasin
9591,03/16/2021 10:00:00 AM,1800.0,17.8,44.25,9.75,U Taxicab
9592,03/16/2021 10:00:00 AM,196.0,0.4,4.0,0.0,Setare Inc
9593,03/16/2021 10:00:00 AM,660.0,1.9,8.75,0.0,Medallion Leasin
9594,03/16/2021 10:00:00 AM,780.0,2.1,9.75,0.0,Medallion Leasin
9595,03/16/2021 10:00:00 AM,600.0,4.4,13.75,0.0,KOAM Taxi Association
9596,03/16/2021 10:00:00 AM,180.0,0.4,4.5,0.0,"Taxicab Insurance Agency, LLC"
9597,03/16/2021 10:15:00 AM,480.0,2.2,8.0,0.0,Star North Management LLC
9598,03/16/2021 10:15:00 AM,358.0,1.0,6.0,2.0,Medallion Leasin
9599,03/16/2021 10:15:00 AM,660.0,2.4,9.5,0.0,Star North Management LLC
9600,03/16/2021 10:15:00 AM,720.0,1.8,8.75,3.0,Medallion Leasin
9601,03/16/2021 10:15:00 AM,360.0,1.2,7.0,0.0,"Taxicab Insurance Agency, LLC"
9602,03/16/2021 10:15:00 AM,228.0,0.5,4.75,0.0,Medallion Leasin
9603,03/16/2021 10:15:00 AM,540.0,1.7,8.25,3.0,Top Cab Affiliation
9604,03/16/2021 10:15:00 AM,780.0,1.9,9.25,0.0,Medallion Leasin
9606,03/16/2021 10:15:00 AM,120.0,0.3,4.0,0.0,Medallion Leasin
9607,03/16/2021 10:30:00 AM,360.0,1.0,6.25,0.0,Taxi Affiliation Services
9608,03/16/2021 10:30:00 AM,720.0,2.1,9.75,0.0,Star North Management LLC
9610,03/16/2021 10:30:00 AM,300.0,1.3,6.75,0.0,"Taxicab Insurance Agency, LLC"
9613,03/16/2021 10:30:00 AM,216.0,0.6,4.5,0.0,Medallion Leasin
9614,03/16/2021 10:30:00 AM,2700.0,0.3,26.0,0.0,Taxi Affiliation Services
9615,03/16/2021 10:30:00 AM,178.0,0.13,4.25,0.0,Flash Cab
9616,03/16/2021 10:30:00 AM,431.0,1.66,7.75,4.0,Flash Cab
9617,03/16/2021 10:30:00 AM,555.0,1.78,8.5,4.0,Flash Cab
9618,03/16/2021 10:30:00 AM,180.0,0.5,4.75,1.0,Taxi Affiliation Services
9619,03/16/2021 10:30:00 AM,1130.0,3.6,14.0,0.0,City Service
9621,03/16/2021 10:30:00 AM,600.0,1.7,8.0,1.5,Top Cab Affiliation
9622,03/16/2021 10:30:00 AM,510.0,3.9,12.5,0.0,Globe Taxi
9623,03/16/2021 10:30:00 AM,704.0,2.15,9.75,0.0,Sun Taxi
9626,03/16/2021 10:45:00 AM,519.0,1.37,7.5,0.0,Flash Cab
9627,03/16/2021 10:45:00 AM,120.0,0.2,4.0,0.0,Top Cab Affiliation
9628,03/16/2021 10:45:00 AM,780.0,6.8,19.25,0.0,Top Cab Affiliation
9629,03/16/2021 10:45:00 AM,209.0,0.17,4.25,0.0,Flash Cab
9630,03/16/2021 10:45:00 AM,273.0,0.73,5.0,0.0,Flash Cab
9631,03/16/2021 10:45:00 AM,240.0,0.6,4.75,0.0,Star North Management LLC
9632,03/16/2021 10:45:00 AM,655.0,3.81,12.5,2.6,City Service
9634,03/16/2021 10:45:00 AM,300.0,2.9,6.0,3.0,Star North Management LLC
9636,03/16/2021 10:45:00 AM,553.0,2.96,10.75,0.0,Flash Cab
9637,03/16/2021 10:45:00 AM,420.0,1.4,7.0,5.0,Top Cab Affiliation
9638,03/16/2021 11:00:00 AM,1435.0,2.2,13.5,7.0,Setare Inc
9641,03/16/2021 11:00:00 AM,60.0,0.4,4.0,0.0,Top Cab Affiliation
9642,03/16/2021 11:00:00 AM,335.0,0.69,5.75,0.0,City Service
9643,03/16/2021 11:00:00 AM,480.0,1.1,6.75,4.0,Blue Ribbon Taxi Association Inc.
9644,03/16/2021 11:00:00 AM,427.0,1.17,6.75,0.0,Flash Cab
9645,03/16/2021 11:00:00 AM,600.0,3.8,12.75,3.95,"Taxicab Insurance Agency, LLC"
9647,03/16/2021 11:00:00 AM,214.0,0.5,4.5,4.0,Medallion Leasin
9648,03/16/2021 11:00:00 AM,120.0,0.4,4.25,0.0,Taxi Affiliation Services
9650,03/16/2021 11:00:00 AM,300.0,1.2,6.5,0.0,Top Cab Affiliation
9651,03/16/2021 11:00:00 AM,360.0,1.3,6.5,3.0,"Taxicab Insurance Agency, LLC"
9652,03/16/2021 11:00:00 AM,660.0,1.8,9.0,0.0,Top Cab Affiliation
9654,03/16/2021 11:15:00 AM,120.0,0.2,3.75,0.0,Taxi Affiliation Services
9656,03/16/2021 11:15:00 AM,360.0,1.1,6.5,0.0,Blue Ribbon Taxi Association Inc.
9657,03/16/2021 11:15:00 AM,660.0,2.2,9.25,4.0,Taxi Affiliation Services
9658,03/16/2021 11:15:00 AM,292.0,0.78,5.75,0.0,Flash Cab
9659,03/16/2021 11:15:00 AM,195.0,0.57,4.75,0.0,Flash Cab
9660,03/16/2021 11:15:00 AM,420.0,1.0,6.75,0.0,"Taxicab Insurance Agency, LLC"
9661,03/16/2021 11:15:00 AM,540.0,1.2,7.25,0.0,"Taxicab Insurance Agency, LLC"
9662,03/16/2021 11:15:00 AM,604.0,1.86,8.75,0.0,City Service
9663,03/16/2021 11:30:00 AM,540.0,1.6,8.0,0.0,Top Cab Affiliation
9664,03/16/2021 11:30:00 AM,420.0,0.7,6.0,0.0,Taxi Affiliation Services
9665,03/16/2021 11:30:00 AM,720.0,2.6,10.75,5.0,Chicago Independents
9666,03/16/2021 11:30:00 AM,660.0,2.5,10.25,5.0,Top Cab Affiliation
9667,03/16/2021 11:30:00 AM,540.0,3.9,8.5,0.03,Top Cab Affiliation
9668,03/16/2021 11:30:00 AM,420.0,1.7,7.75,0.0,Taxi Affiliation Services
9669,03/16/2021 11:30:00 AM,360.0,0.7,5.75,2.0,Top Cab Affiliation
9670,03/16/2021 11:30:00 AM,426.0,1.14,6.75,0.0,Globe Taxi
9671,03/16/2021 11:30:00 AM,360.0,1.3,6.75,0.0,Taxi Affiliation Services
9672,03/16/2021 11:30:00 AM,780.0,2.3,10.25,0.0,Medallion Leasin
9673,03/16/2021 11:30:00 AM,405.0,1.29,6.75,1.25,Flash Cab
9674,03/16/2021 11:30:00 AM,240.0,0.7,5.25,0.0,Medallion Leasin
9675,03/16/2021 11:30:00 AM,360.0,0.8,6.0,2.0,Medallion Leasin
9676,03/16/2021 11:30:00 AM,180.0,0.8,5.25,0.0,Taxi Affiliation Services
9677,03/16/2021 11:30:00 AM,420.0,1.3,7.0,2.0,Taxi Affiliation Services
9678,03/16/2021 11:30:00 AM,777.0,2.4,10.0,0.0,City Service
9679,03/16/2021 11:30:00 AM,660.0,2.0,9.0,4.0,Medallion Leasin
9680,03/16/2021 11:30:00 AM,300.0,0.8,5.5,0.0,3591 - 63480 Chuks Cab
9681,03/16/2021 11:30:00 AM,720.0,2.5,10.5,0.0,Taxi Affiliation Services
9682,03/16/2021 11:30:00 AM,554.0,1.44,7.5,0.0,Flash Cab
9683,03/16/2021 11:30:00 AM,1200.0,17.5,42.75,0.0,Taxi Affiliation Services
9685,03/16/2021 11:45:00 AM,660.0,0.1,10.75,0.0,Taxi Affiliation Services
9686,03/16/2021 11:45:00 AM,4080.0,16.6,53.75,0.0,3591 - 63480 Chuks Cab
9688,03/16/2021 11:45:00 AM,300.0,1.3,6.25,0.0,Top Cab Affiliation
9690,03/16/2021 11:45:00 AM,1020.0,5.13,16.75,3.45,Flash Cab
9691,03/16/2021 11:45:00 AM,700.0,1.3,8.25,0.0,City Service
9692,03/16/2021 11:45:00 AM,1322.0,18.05,44.5,0.0,City Service
9693,03/16/2021 11:45:00 AM,300.0,1.0,5.75,1.7,"Taxicab Insurance Agency, LLC"
9694,03/16/2021 11:45:00 AM,180.0,0.5,4.75,0.0,"Taxicab Insurance Agency, LLC"
9696,03/16/2021 11:45:00 AM,206.0,0.48,4.75,2.0,Sun Taxi
9697,03/16/2021 11:45:00 AM,180.0,2.1,4.75,0.0,Star North Management LLC
9698,03/16/2021 11:45:00 AM,881.0,7.43,21.0,0.0,Flash Cab
9700,03/16/2021 11:45:00 AM,302.0,0.4,5.0,0.0,City Service
9701,03/16/2021 11:45:00 AM,540.0,1.9,8.75,3.0,Blue Ribbon Taxi Association Inc.
