,Trip Start Timestamp,Trip Seconds,Trip Miles,Fare,Tips,Company
376,03/01/2021 03:00:00 PM,900.0,8.5,23.5,0.0,"Taxicab Insurance Agency, LLC"
377,03/01/2021 03:00:00 PM,300.0,0.6,5.25,0.0,Blue Ribbon Taxi Association Inc.
378,03/01/2021 03:00:00 PM,600.0,1.9,9.0,2.0,Taxi Affiliation Services
379,03/01/2021 03:15:00 PM,1754.0,11.36,30.75,0.0,Flash Cab
381,03/01/2021 03:15:00 PM,593.0,1.4,7.25,2.0,Chicago Taxicab
385,03/01/2021 03:15:00 PM,600.0,1.4,7.5,2.0,Taxi Affiliation Services
386,03/01/2021 03:15:00 PM,514.0,1.41,7.5,0.0,Sun Taxi
388,03/01/2021 03:15:00 PM,2065.0,16.85,41.89,0.0,Flash Cab
389,03/01/2021 03:15:00 PM,420.0,3.0,7.25,4.0,"Taxicab Insurance Agency, LLC"
391,03/01/2021 03:15:00 PM,240.0,0.9,5.5,0.0,Taxi Affiliation Services
392,03/01/2021 03:15:00 PM,180.0,0.6,4.5,0.0,Taxi Affiliation Services
393,03/01/2021 03:15:00 PM,2031.0,18.4,45.25,8.0,City Service
395,03/01/2021 03:15:00 PM,481.0,1.8,8.25,4.0,Medallion Leasin
396,03/01/2021 03:15:00 PM,420.0,1.3,7.25,1.45,Chicago Independents
397,03/01/2021 03:15:00 PM,161.0,0.48,4.5,0.0,Flash Cab
398,03/01/2021 03:15:00 PM,780.0,2.2,9.75,0.0,Taxi Affiliation Services
400,03/01/2021 03:15:00 PM,566.0,1.19,7.5,0.0,Sun Taxi
403,03/01/2021 03:15:00 PM,600.0,2.2,9.25,2.1,Top Cab Affiliation
404,03/01/2021 03:30:00 PM,360.0,1.1,6.75,0.0,Taxi Affiliation Services
406,03/01/2021 03:30:00 PM,240.0,0.7,5.25,2.0,Taxi Affiliation Services
408,03/01/2021 03:30:00 PM,120.0,0.9,4.75,0.0,Star North Management LLC
409,03/01/2021 03:30:00 PM,120.0,0.4,4.25,0.0,Taxi Affiliation Services
410,03/01/2021 03:30:00 PM,360.0,1.1,6.5,0.0,Globe Taxi
411,03/01/2021 03:30:00 PM,1620.0,16.5,40.75,9.05,U Taxicab
412,03/01/2021 03:30:00 PM,300.0,0.5,5.25,0.0,Top Cab Affiliation
416,03/01/2021 03:30:00 PM,60.0,0.1,3.5,0.0,Globe Taxi
417,03/01/2021 03:30:00 PM,240.0,1.1,6.0,0.0,"Taxicab Insurance Agency, LLC"
418,03/01/2021 03:30:00 PM,1080.0,2.3,11.0,0.0,Taxi Affiliation Services
419,03/01/2021 03:30:00 PM,240.0,0.8,5.75,0.0,Blue Ribbon Taxi Association Inc.
421,03/01/2021 03:45:00 PM,393.0,1.15,6.75,0.0,Flash Cab
422,03/01/2021 03:45:00 PM,180.0,0.7,5.0,0.0,Blue Ribbon Taxi Association Inc.
423,03/01/2021 03:45:00 PM,300.0,1.1,6.25,0.0,Taxi Affiliation Services
424,03/01/2021 03:45:00 PM,240.0,0.7,5.5,0.0,Taxi Affiliation Services
425,03/01/2021 03:45:00 PM,594.0,2.02,9.0,1.8,Sun Taxi
426,03/01/2021 03:45:00 PM,1860.0,17.4,43.25,8.0,Chicago Independents
427,03/01/2021 03:45:00 PM,102.0,0.39,4.0,0.0,Sun Taxi
428,03/01/2021 03:45:00 PM,574.0,2.38,9.25,0.0,Flash Cab
429,03/01/2021 03:45:00 PM,600.0,1.6,8.75,0.0,Top Cab Affiliation
430,03/01/2021 03:45:00 PM,454.0,1.15,6.75,2.0,Globe Taxi
431,03/01/2021 03:45:00 PM,1860.0,17.2,43.5,0.0,Taxi Affiliation Services
432,03/01/2021 03:45:00 PM,540.0,2.1,8.75,0.0,"Taxicab Insurance Agency, LLC"
433,03/01/2021 03:45:00 PM,466.0,1.9,8.0,0.0,Medallion Leasin
434,03/01/2021 03:45:00 PM,240.0,0.9,5.0,0.0,"Taxicab Insurance Agency, LLC"
435,03/01/2021 03:45:00 PM,240.0,0.8,5.75,3.0,Top Cab Affiliation
436,03/01/2021 03:45:00 PM,666.0,2.94,11.0,0.0,Flash Cab
437,03/01/2021 04:00:00 PM,360.0,1.1,6.75,4.0,Top Cab Affiliation
438,03/01/2021 04:00:00 PM,557.0,1.7,7.75,0.0,Chicago Taxicab
441,03/01/2021 04:00:00 PM,660.0,1.5,8.25,0.0,Top Cab Affiliation
442,03/01/2021 04:00:00 PM,180.0,0.9,5.25,0.0,Taxi Affiliation Services
444,03/01/2021 04:00:00 PM,840.0,6.0,17.75,0.0,Top Cab Affiliation
447,03/01/2021 04:00:00 PM,426.0,1.55,7.5,1.7,Flash Cab
448,03/01/2021 04:00:00 PM,240.0,0.7,5.5,3.0,Taxi Affiliation Services
449,03/01/2021 04:00:00 PM,240.0,0.4,4.75,0.0,Taxi Affiliation Services
450,03/01/2021 04:00:00 PM,180.0,0.6,5.0,0.0,Taxi Affiliation Services
451,03/01/2021 04:00:00 PM,60.0,0.1,3.5,0.0,"Taxicab Insurance Agency, LLC"
452,03/01/2021 04:00:00 PM,1920.0,14.4,38.0,8.5,Medallion Leasin
454,03/01/2021 04:00:00 PM,252.0,0.66,5.0,2.0,Flash Cab
455,03/01/2021 04:15:00 PM,540.0,0.1,8.25,0.0,Taxi Affiliation Services
456,03/01/2021 04:15:00 PM,405.0,1.1,6.5,2.0,Medallion Leasin
457,03/01/2021 04:15:00 PM,1860.0,16.5,41.25,0.0,Star North Management LLC
459,03/01/2021 04:15:00 PM,434.0,1.24,6.75,0.0,Flash Cab
460,03/01/2021 04:15:00 PM,180.0,0.5,4.75,0.0,5062 - 34841 Sam Mestas
461,03/01/2021 04:15:00 PM,900.0,6.2,18.5,0.0,Top Cab Affiliation
463,03/01/2021 04:15:00 PM,195.0,0.63,5.0,0.0,Flash Cab
464,03/01/2021 04:15:00 PM,180.0,1.1,6.0,0.0,"Taxicab Insurance Agency, LLC"
465,03/01/2021 04:15:00 PM,180.0,0.5,4.75,0.0,"Taxicab Insurance Agency, LLC"
466,03/01/2021 04:15:00 PM,1860.0,12.5,30.5,0.0,Star North Management LLC
468,03/01/2021 04:15:00 PM,300.0,0.6,5.25,0.0,Taxi Affiliation Services
469,03/01/2021 04:15:00 PM,343.0,1.11,6.5,0.0,Flash Cab
470,03/01/2021 04:15:00 PM,439.0,1.0,6.5,0.0,Chicago Independents
471,03/01/2021 04:15:00 PM,5576.0,55.9,138.0,0.0,Medallion Leasin
473,03/01/2021 04:30:00 PM,240.0,0.8,5.75,0.0,KOAM Taxi Association
474,03/01/2021 04:30:00 PM,300.0,1.2,6.5,1.3,Top Cab Affiliation
475,03/01/2021 04:30:00 PM,720.0,2.7,10.75,0.0,"Taxicab Insurance Agency, LLC"
476,03/01/2021 04:30:00 PM,480.0,1.3,7.0,2.0,Top Cab Affiliation
477,03/01/2021 04:30:00 PM,1287.0,8.23,24.25,0.0,Flash Cab
478,03/01/2021 04:30:00 PM,1560.0,16.7,41.0,0.0,Medallion Leasin
479,03/01/2021 04:30:00 PM,361.0,0.74,5.75,0.0,Flash Cab
480,03/01/2021 04:30:00 PM,1440.0,0.9,39.5,0.0,Taxi Affiliation Services
481,03/01/2021 04:30:00 PM,180.0,0.2,4.25,3.0,Blue Ribbon Taxi Association Inc.
482,03/01/2021 04:30:00 PM,480.0,1.3,7.0,0.0,Blue Ribbon Taxi Association Inc.
483,03/01/2021 04:30:00 PM,187.0,0.6,4.75,2.0,Medallion Leasin
484,03/01/2021 04:30:00 PM,442.0,0.68,6.25,0.0,Flash Cab
486,03/01/2021 04:30:00 PM,1680.0,13.0,35.0,7.9,"Taxicab Insurance Agency, LLC"
487,03/01/2021 04:30:00 PM,687.0,2.81,10.5,3.0,Flash Cab
488,03/01/2021 04:30:00 PM,720.0,4.1,13.5,3.0,Taxi Affiliation Services
489,03/01/2021 04:45:00 PM,480.0,1.7,8.25,0.0,U Taxicab
490,03/01/2021 04:45:00 PM,454.0,1.72,7.75,0.0,Flash Cab
492,03/01/2021 04:45:00 PM,360.0,0.9,6.0,0.0,Taxi Affiliation Services
493,03/01/2021 04:45:00 PM,420.0,2.0,8.0,3.0,Star North Management LLC
495,03/01/2021 04:45:00 PM,607.0,1.46,8.0,2.0,Flash Cab
496,03/01/2021 04:45:00 PM,477.0,2.09,8.5,0.0,Flash Cab
497,03/01/2021 04:45:00 PM,202.0,0.37,4.5,0.0,Flash Cab
498,03/01/2021 04:45:00 PM,240.0,0.8,5.5,0.0,Top Cab Affiliation
499,03/01/2021 04:45:00 PM,1712.0,17.9,44.75,10.85,Chicago Independents
500,03/01/2021 04:45:00 PM,503.0,1.78,8.25,3.0,Flash Cab
501,03/01/2021 04:45:00 PM,486.0,1.49,7.75,2.0,City Service
503,03/01/2021 04:45:00 PM,420.0,0.8,6.5,0.0,Medallion Leasin
505,03/01/2021 04:45:00 PM,500.0,1.9,8.0,2.0,Medallion Leasin
508,03/01/2021 04:45:00 PM,600.0,1.4,8.0,0.0,Medallion Leasin
509,03/01/2021 04:45:00 PM,180.0,0.5,4.75,1.0,Blue Ribbon Taxi Association Inc.
510,03/01/2021 04:45:00 PM,480.0,1.2,7.0,0.0,Medallion Leasin
511,03/01/2021 04:45:00 PM,1784.0,16.9,41.5,9.4,Medallion Leasin
515,03/01/2021 05:00:00 PM,287.0,0.75,5.5,0.0,Flash Cab
516,03/01/2021 05:00:00 PM,120.0,0.5,4.5,0.0,Top Cab Affiliation
517,03/01/2021 05:00:00 PM,266.0,0.73,5.5,0.0,Flash Cab
518,03/01/2021 05:00:00 PM,300.0,0.7,5.25,1.0,Medallion Leasin
519,03/01/2021 05:00:00 PM,360.0,0.8,6.0,0.0,Taxi Affiliation Services
520,03/01/2021 05:00:00 PM,180.0,0.6,4.75,0.0,Taxi Affiliation Services
521,03/01/2021 05:00:00 PM,1080.0,2.32,11.75,0.0,Flash Cab
523,03/01/2021 05:00:00 PM,525.0,1.6,7.75,0.0,Medallion Leasin
524,03/01/2021 05:00:00 PM,266.0,0.7,5.25,2.0,Medallion Leasin
525,03/01/2021 05:00:00 PM,180.0,0.4,4.75,2.0,Top Cab Affiliation
526,03/01/2021 05:00:00 PM,616.0,1.48,8.25,2.0,Flash Cab
527,03/01/2021 05:00:00 PM,180.0,0.5,4.75,0.0,Taxi Affiliation Services
528,03/01/2021 05:00:00 PM,302.0,0.76,5.75,0.0,Flash Cab
529,03/01/2021 05:15:00 PM,1730.0,17.2,42.75,0.0,Chicago Independents
530,03/01/2021 05:15:00 PM,281.0,0.8,5.25,0.0,Medallion Leasin
531,03/01/2021 05:15:00 PM,597.0,2.12,9.25,0.0,Flash Cab
532,03/01/2021 05:15:00 PM,241.0,0.6,5.25,2.0,Flash Cab
534,03/01/2021 05:15:00 PM,1620.0,17.6,43.0,12.0,Top Cab Affiliation
535,03/01/2021 05:15:00 PM,245.0,0.5,4.75,0.0,Medallion Leasin
536,03/01/2021 05:15:00 PM,660.0,1.8,8.5,1.7,Taxi Affiliation Services
538,03/01/2021 05:30:00 PM,703.0,4.8,14.75,3.05,Medallion Leasin
539,03/01/2021 05:30:00 PM,300.0,1.9,7.75,0.0,Top Cab Affiliation
540,03/01/2021 05:30:00 PM,840.0,1.6,8.5,0.0,Taxi Affiliation Services
541,03/01/2021 05:30:00 PM,1724.0,0.32,4.25,0.0,Flash Cab
542,03/01/2021 05:30:00 PM,2091.0,16.04,40.75,9.25,City Service
543,03/01/2021 05:30:00 PM,240.0,0.9,5.5,2.0,"Taxicab Insurance Agency, LLC"
544,03/01/2021 05:30:00 PM,244.0,1.22,6.25,0.0,Sun Taxi
546,03/01/2021 05:30:00 PM,480.0,1.1,7.0,2.0,Taxi Affiliation Services
548,03/01/2021 05:30:00 PM,120.0,0.5,4.25,0.0,"Taxicab Insurance Agency, LLC"
550,03/01/2021 05:30:00 PM,360.0,0.9,6.0,0.0,Blue Ribbon Taxi Association Inc.
551,03/01/2021 05:30:00 PM,566.0,1.71,8.25,3.0,City Service
553,03/01/2021 05:30:00 PM,180.0,0.6,4.5,1.0,Taxi Affiliation Services
554,03/01/2021 05:30:00 PM,180.0,0.5,4.75,0.0,Taxi Affiliation Services
557,03/01/2021 05:45:00 PM,1860.0,17.8,45.0,9.9,"Taxicab Insurance Agency, LLC"
558,03/01/2021 05:45:00 PM,303.0,0.66,5.5,2.0,Sun Taxi
559,03/01/2021 05:45:00 PM,660.0,0.1,8.75,1.75,Taxi Affiliation Services
560,03/01/2021 05:45:00 PM,240.0,0.4,4.75,0.0,KOAM Taxi Association
562,03/01/2021 05:45:00 PM,1800.0,1.0,41.75,0.0,Taxi Affiliation Services
564,03/01/2021 05:45:00 PM,480.0,1.3,7.25,0.0,Taxi Affiliation Services
568,03/01/2021 06:00:00 PM,2040.0,17.9,44.75,9.85,Taxi Affiliation Services
569,03/01/2021 06:00:00 PM,255.0,0.95,5.75,0.0,Flash Cab
570,03/01/2021 06:00:00 PM,360.0,1.0,6.0,0.0,Blue Ribbon Taxi Association Inc.
572,03/01/2021 06:00:00 PM,660.0,1.8,9.25,0.0,Medallion Leasin
574,03/01/2021 06:00:00 PM,600.0,2.1,8.75,2.0,"Taxicab Insurance Agency, LLC"
576,03/01/2021 06:00:00 PM,426.0,1.54,7.5,0.0,Patriot Taxi Dba Peace Taxi Associat
577,03/01/2021 06:00:00 PM,39.0,0.01,3.5,0.0,Patriot Taxi Dba Peace Taxi Associat
578,03/01/2021 06:00:00 PM,180.0,0.7,5.0,2.0,"Taxicab Insurance Agency, LLC"
579,03/01/2021 06:00:00 PM,120.0,0.1,3.5,0.0,Star North Management LLC
581,03/01/2021 06:15:00 PM,327.0,0.82,6.0,4.0,Flash Cab
582,03/01/2021 06:15:00 PM,480.0,2.8,10.25,0.0,Taxi Affiliation Services
583,03/01/2021 06:15:00 PM,600.0,1.2,7.75,0.0,U Taxicab
587,03/01/2021 06:15:00 PM,240.0,0.8,5.5,1.0,Top Cab Affiliation
588,03/01/2021 06:15:00 PM,180.0,0.6,4.75,0.0,"Taxicab Insurance Agency, LLC"
589,03/01/2021 06:15:00 PM,780.0,3.1,15.5,0.0,Taxi Affiliation Services
590,03/01/2021 06:15:00 PM,480.0,1.7,8.0,3.0,Medallion Leasin
593,03/01/2021 06:30:00 PM,60.0,0.4,4.25,2.0,"Taxicab Insurance Agency, LLC"
595,03/01/2021 06:30:00 PM,2280.0,26.5,48.75,10.65,Choice Taxi Association
596,03/01/2021 06:30:00 PM,1860.0,17.4,43.25,9.55,Top Cab Affiliation
597,03/01/2021 06:30:00 PM,1924.0,19.52,48.0,13.38,City Service
598,03/01/2021 06:30:00 PM,1980.0,17.9,43.5,6.0,Star North Management LLC
600,03/01/2021 06:45:00 PM,300.0,0.9,5.75,2.0,Top Cab Affiliation
601,03/01/2021 06:45:00 PM,505.0,1.1,7.0,0.0,Sun Taxi
602,03/01/2021 06:45:00 PM,445.0,1.8,8.0,2.0,Medallion Leasin
604,03/01/2021 06:45:00 PM,420.0,1.6,7.25,0.0,"Taxicab Insurance Agency, LLC"
605,03/01/2021 06:45:00 PM,360.0,1.0,6.25,0.0,Taxi Affiliation Services
606,03/01/2021 06:45:00 PM,1104.0,17.2,42.25,9.35,City Service
607,03/01/2021 06:45:00 PM,300.0,0.6,5.25,4.0,Star North Management LLC
608,03/01/2021 06:45:00 PM,1439.0,16.63,41.5,9.2,Sun Taxi
609,03/01/2021 06:45:00 PM,327.0,0.8,5.75,0.0,Sun Taxi
610,03/01/2021 06:45:00 PM,1457.0,18.4,45.75,15.08,City Service
612,03/01/2021 06:45:00 PM,1455.0,17.7,43.75,9.65,Flash Cab
613,03/01/2021 07:00:00 PM,1280.0,17.2,42.25,0.0,Chicago Independents
614,03/01/2021 07:00:00 PM,420.0,1.4,7.25,0.0,Star North Management LLC
615,03/01/2021 07:00:00 PM,1976.0,12.4,34.0,0.0,Medallion Leasin
616,03/01/2021 07:15:00 PM,300.0,0.9,5.75,0.0,"Taxicab Insurance Agency, LLC"
618,03/01/2021 07:15:00 PM,180.0,0.5,4.75,0.0,U Taxicab
619,03/01/2021 07:15:00 PM,421.0,1.26,7.0,0.0,Flash Cab
620,03/01/2021 07:15:00 PM,559.0,1.71,8.25,0.0,Flash Cab
621,03/01/2021 07:15:00 PM,1416.0,17.6,43.5,9.6,Medallion Leasin
623,03/01/2021 07:30:00 PM,360.0,1.8,8.0,0.0,KOAM Taxi Association
626,03/01/2021 07:30:00 PM,884.0,2.24,10.0,0.0,Sun Taxi
627,03/01/2021 07:30:00 PM,1229.0,17.58,42.75,9.45,Flash Cab
628,03/01/2021 07:30:00 PM,1500.0,0.9,12.5,0.0,U Taxicab
630,03/01/2021 07:30:00 PM,1320.0,10.6,28.0,3.0,Taxi Affiliation Services
631,03/01/2021 07:45:00 PM,8.0,0.02,3.25,0.0,Flash Cab
634,03/01/2021 07:45:00 PM,540.0,2.8,10.75,0.75,Taxi Affiliation Services
635,03/01/2021 07:45:00 PM,1500.0,18.9,49.0,10.7,"Taxicab Insurance Agency, LLC"
636,03/01/2021 07:45:00 PM,1200.0,10.6,27.75,0.0,"Taxicab Insurance Agency, LLC"
637,03/01/2021 08:00:00 PM,1560.0,1.1,45.0,8.0,Taxi Affiliation Services
638,03/01/2021 08:00:00 PM,441.0,1.47,7.0,2.0,Flash Cab
640,03/01/2021 08:45:00 PM,1320.0,18.1,42.5,11.75,Star North Management LLC
645,03/01/2021 09:15:00 PM,4500.0,1.2,53.75,0.0,Taxi Affiliation Services
646,03/01/2021 10:30:00 PM,840.0,5.8,17.25,0.0,Taxi Affiliation Services
650,03/02/2021 07:15:00 AM,243.0,0.62,5.25,0.0,City Service
651,03/02/2021 07:15:00 AM,360.0,0.8,6.25,0.0,Medallion Leasin
652,03/02/2021 07:15:00 AM,240.0,0.8,5.5,0.0,"Taxicab Insurance Agency, LLC"
653,03/02/2021 07:30:00 AM,480.0,1.33,7.25,2.0,Patriot Taxi Dba Peace Taxi Associat
654,03/02/2021 07:30:00 AM,295.0,0.88,5.75,0.0,City Service
655,03/02/2021 07:30:00 AM,420.0,0.7,6.0,0.0,Top Cab Affiliation
656,03/02/2021 07:30:00 AM,117.0,0.5,4.5,0.0,Flash Cab
658,03/02/2021 07:30:00 AM,134.0,0.4,4.25,0.0,Medallion Leasin
659,03/02/2021 07:30:00 AM,631.0,2.52,9.75,0.0,Flash Cab
660,03/02/2021 07:30:00 AM,438.0,1.31,7.0,4.0,City Service
661,03/02/2021 07:30:00 AM,220.0,0.7,5.0,3.0,Medallion Leasin
662,03/02/2021 07:45:00 AM,300.0,0.8,5.75,0.0,Medallion Leasin
663,03/02/2021 07:45:00 AM,222.0,0.85,5.5,2.0,Flash Cab
664,03/02/2021 07:45:00 AM,2014.0,3.8,18.5,0.0,Medallion Leasin
665,03/02/2021 07:45:00 AM,240.0,0.6,5.0,0.0,Medallion Leasin
666,03/02/2021 07:45:00 AM,290.0,0.62,5.25,0.0,Flash Cab
667,03/02/2021 07:45:00 AM,183.0,0.4,4.5,2.0,Medallion Leasin
668,03/02/2021 07:45:00 AM,182.0,0.45,4.5,0.0,Sun Taxi
669,03/02/2021 07:45:00 AM,136.0,0.36,4.25,0.0,Sun Taxi
670,03/02/2021 07:45:00 AM,960.0,7.3,21.25,15.0,Medallion Leasin
671,03/02/2021 08:00:00 AM,226.0,0.63,5.0,0.0,Sun Taxi
672,03/02/2021 08:00:00 AM,429.0,1.3,7.0,1.0,Sun Taxi
673,03/02/2021 08:00:00 AM,598.0,2.8,10.25,2.0,Medallion Leasin
674,03/02/2021 08:00:00 AM,141.0,0.5,4.5,2.0,City Service
675,03/02/2021 08:00:00 AM,372.0,0.8,6.0,1.0,City Service
676,03/02/2021 08:00:00 AM,720.0,1.9,8.0,0.0,"Taxicab Insurance Agency, LLC"
677,03/02/2021 08:15:00 AM,577.0,1.93,8.75,0.0,Flash Cab
679,03/02/2021 08:15:00 AM,219.0,0.6,4.75,2.0,Medallion Leasin
680,03/02/2021 08:15:00 AM,480.0,1.6,8.0,0.0,Taxi Affiliation Services
681,03/02/2021 08:15:00 AM,120.0,0.5,4.5,0.0,Top Cab Affiliation
682,03/02/2021 08:15:00 AM,600.0,1.9,9.0,0.0,Taxi Affiliation Services
683,03/02/2021 08:15:00 AM,155.0,0.47,4.5,1.0,Flash Cab
685,03/02/2021 08:15:00 AM,435.0,1.28,7.0,2.0,Flash Cab
687,03/02/2021 08:15:00 AM,180.0,0.7,5.25,2.25,Star North Management LLC
688,03/02/2021 08:15:00 AM,480.0,0.2,10.75,0.0,Taxi Affiliation Services
689,03/02/2021 08:15:00 AM,204.0,0.45,4.25,0.0,Sun Taxi
690,03/02/2021 08:15:00 AM,300.0,0.6,5.25,2.0,Medallion Leasin
691,03/02/2021 08:30:00 AM,306.0,0.7,5.25,2.0,Medallion Leasin
693,03/02/2021 08:30:00 AM,300.0,0.9,5.75,0.0,Medallion Leasin
695,03/02/2021 08:30:00 AM,360.0,1.3,7.0,0.0,Taxi Affiliation Services
696,03/02/2021 08:30:00 AM,2400.0,8.1,28.25,0.0,Taxi Affiliation Services
697,03/02/2021 08:30:00 AM,435.0,1.3,7.0,3.0,City Service
698,03/02/2021 08:30:00 AM,240.0,0.7,5.25,0.0,Blue Ribbon Taxi Association Inc.
699,03/02/2021 08:30:00 AM,240.0,0.9,5.75,2.0,"Taxicab Insurance Agency, LLC"
700,03/02/2021 08:30:00 AM,180.0,0.6,5.0,3.0,Taxi Affiliation Services
701,03/02/2021 08:30:00 AM,1042.0,6.17,18.75,0.07,Flash Cab
702,03/02/2021 08:30:00 AM,614.0,1.1,7.75,0.0,Setare Inc
703,03/02/2021 08:30:00 AM,300.0,1.0,5.75,2.0,"Taxicab Insurance Agency, LLC"
706,03/02/2021 08:30:00 AM,180.0,0.6,5.0,2.0,Taxi Affiliation Services
707,03/02/2021 08:30:00 AM,408.0,1.21,6.75,0.0,Sun Taxi
708,03/02/2021 08:30:00 AM,420.0,1.2,7.0,0.0,Top Cab Affiliation
709,03/02/2021 08:45:00 AM,720.0,1.8,9.25,0.0,Blue Ribbon Taxi Association Inc.
711,03/02/2021 08:45:00 AM,180.0,0.5,4.75,2.0,Top Cab Affiliation
712,03/02/2021 08:45:00 AM,120.0,0.7,4.25,0.0,Top Cab Affiliation
713,03/02/2021 08:45:00 AM,351.0,0.9,6.0,0.0,Medallion Leasin
714,03/02/2021 08:45:00 AM,540.0,2.4,9.5,0.0,"Taxicab Insurance Agency, LLC"
716,03/02/2021 08:45:00 AM,120.0,0.3,4.25,0.0,"Taxicab Insurance Agency, LLC"
717,03/02/2021 08:45:00 AM,394.0,1.12,6.5,1.0,Sun Taxi
718,03/02/2021 08:45:00 AM,300.0,1.0,6.0,1.0,Star North Management LLC
719,03/02/2021 08:45:00 AM,445.0,1.56,7.5,3.0,City Service
722,03/02/2021 08:45:00 AM,420.0,1.1,6.75,0.68,Star North Management LLC
723,03/02/2021 08:45:00 AM,60.0,0.4,4.25,0.0,Taxi Affiliation Services
724,03/02/2021 09:00:00 AM,120.0,0.3,4.5,0.0,Taxi Affiliation Services
726,03/02/2021 09:00:00 AM,300.0,0.8,5.0,0.0,"Taxicab Insurance Agency, LLC"
728,03/02/2021 09:00:00 AM,224.0,0.43,4.75,0.0,Sun Taxi
729,03/02/2021 09:00:00 AM,120.0,0.6,4.5,0.0,Taxi Affiliation Services
730,03/02/2021 09:00:00 AM,180.0,0.5,5.0,0.0,Taxi Affiliation Services
731,03/02/2021 09:00:00 AM,240.0,0.7,5.25,2.0,Taxi Affiliation Services
732,03/02/2021 09:00:00 AM,240.0,0.5,4.75,0.0,Medallion Leasin
733,03/02/2021 09:00:00 AM,120.0,0.3,4.0,0.0,Top Cab Affiliation
734,03/02/2021 09:00:00 AM,120.0,0.3,4.0,0.0,Top Cab Affiliation
735,03/02/2021 09:00:00 AM,60.0,2.2,3.5,0.0,Star North Management LLC
736,03/02/2021 09:00:00 AM,360.0,23.8,6.0,2.0,"Taxicab Insurance Agency, LLC"
738,03/02/2021 09:15:00 AM,180.0,0.8,5.25,0.0,Taxi Affiliation Services
739,03/02/2021 09:15:00 AM,420.0,1.1,6.75,0.0,Blue Ribbon Taxi Association Inc.
741,03/02/2021 09:15:00 AM,279.0,0.9,5.75,2.0,Flash Cab
742,03/02/2021 09:15:00 AM,360.0,1.3,7.0,0.0,Taxi Affiliation Services
743,03/02/2021 09:15:00 AM,526.0,1.1,7.0,2.0,Setare Inc
744,03/02/2021 09:15:00 AM,240.0,0.9,5.5,0.0,Top Cab Affiliation
746,03/02/2021 09:15:00 AM,480.0,1.3,6.0,0.0,"Taxicab Insurance Agency, LLC"
747,03/02/2021 09:15:00 AM,240.0,0.8,6.5,2.0,Taxi Affiliation Services
748,03/02/2021 09:15:00 AM,300.0,0.6,5.5,0.0,Medallion Leasin
749,03/02/2021 09:30:00 AM,120.0,0.4,4.25,0.0,Top Cab Affiliation
750,03/02/2021 09:30:00 AM,829.0,2.47,10.75,2.35,Flash Cab
751,03/02/2021 09:30:00 AM,300.0,1.3,6.25,1.0,Star North Management LLC
753,03/02/2021 09:45:00 AM,675.0,4.2,13.75,2.5,Setare Inc
754,03/02/2021 09:45:00 AM,300.0,0.9,6.0,2.0,"Taxicab Insurance Agency, LLC"
756,03/02/2021 10:00:00 AM,360.0,1.0,6.25,0.0,Top Cab Affiliation
758,03/02/2021 10:00:00 AM,120.0,0.4,4.25,3.0,"Taxicab Insurance Agency, LLC"
759,03/02/2021 10:00:00 AM,180.0,0.7,5.0,0.0,Star North Management LLC
761,03/02/2021 10:00:00 AM,240.0,0.7,5.25,2.0,Taxi Affiliation Services
762,03/02/2021 10:00:00 AM,240.0,0.4,4.75,3.0,Taxi Affiliation Services
763,03/02/2021 10:00:00 AM,434.0,1.5,7.25,0.0,City Service
764,03/02/2021 10:00:00 AM,180.0,0.5,4.5,0.0,Blue Ribbon Taxi Association Inc.
765,03/02/2021 10:00:00 AM,120.0,0.7,5.0,1.0,Taxi Affiliation Services
766,03/02/2021 10:00:00 AM,200.0,0.4,4.5,0.0,Medallion Leasin
768,03/02/2021 10:00:00 AM,1129.0,3.4,12.75,0.0,Medallion Leasin
769,03/02/2021 10:00:00 AM,86.0,0.21,3.75,0.0,Flash Cab
770,03/02/2021 10:00:00 AM,120.0,0.4,4.0,0.0,"Taxicab Insurance Agency, LLC"
771,03/02/2021 10:00:00 AM,360.0,1.0,6.0,0.0,Top Cab Affiliation
772,03/02/2021 10:00:00 AM,300.0,0.6,5.5,0.0,U Taxicab
773,03/02/2021 10:00:00 AM,521.0,1.1,6.75,0.0,Medallion Leasin
774,03/02/2021 10:00:00 AM,180.0,0.4,4.5,3.03,U Taxicab
775,03/02/2021 10:15:00 AM,442.0,0.9,1.0,0.0,City Service
776,03/02/2021 10:15:00 AM,398.0,0.9,6.0,0.0,City Service
777,03/02/2021 10:15:00 AM,265.0,0.92,5.5,0.0,Flash Cab
778,03/02/2021 10:15:00 AM,420.0,1.0,6.5,2.0,Taxi Affiliation Services
779,03/02/2021 10:15:00 AM,420.0,1.2,7.25,2.0,Star North Management LLC
781,03/02/2021 10:15:00 AM,120.0,0.5,4.5,0.0,Taxi Affiliation Services
783,03/02/2021 10:30:00 AM,780.0,1.9,9.25,0.0,Medallion Leasin
784,03/02/2021 10:30:00 AM,355.0,0.7,5.5,0.0,Medallion Leasin
785,03/02/2021 10:30:00 AM,409.0,0.9,6.25,0.0,Chicago Independents
786,03/02/2021 10:30:00 AM,480.0,1.9,8.5,3.0,"Taxicab Insurance Agency, LLC"
788,03/02/2021 10:30:00 AM,480.0,1.5,7.75,2.0,"Taxicab Insurance Agency, LLC"
789,03/02/2021 10:30:00 AM,360.0,0.8,6.0,0.0,Medallion Leasin
